Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Team),Custom field (Vulnerability),Comment,Comment,Comment,Status Category,Status Category Changed
Fix GB/US English spelling mismatches across codebase,CV-40,10363,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,21/Mar/26 9:54 AM,21/Mar/26 9:55 AM,21/Mar/26 9:54 AM,,,0,"A spelling audit has identified GB/US English mismatches across the codebase.
The project standard is British English (GB). This ticket covers all required
changes grouped by severity.

CRITICAL and HIGH changes are runtime bugs — they will cause immediate errors
in the running cluster. MEDIUM and LOW changes are consistency fixes only.

----

CRITICAL — election-service/app.py

All SQL string literals reference ""organizer_id"" but the database column is
""organiser_id"". This causes asyncpg.exceptions.UndefinedColumnError at runtime.

In every SQL string literal, replace:
  ""organizer_id"" → ""organiser_id""

Affected SQL strings at approximately:
  L98, L127, L156, L213, L236, L285, L332, L362, L403, L425

Also rename all non-SQL occurrences for consistency:

* Function parameter names: organizer_id → organiser_id
Affected functions: list_elections (L90), create_election (L121),
get_election (L149), open_election (L205), close_election (L228)
* Session key references: session[""organizer_id""] → session[""organiser_id""]
Affected lines: L266, L270, L280, L335, L357, L400, L422
* Local variable names and comments throughout

NOTE: FastAPI reads query parameter names directly from function signatures.
Renaming the parameter from organizer_id to organiser_id changes the expected
URL query parameter from ?organizer_id= to ?organiser_id=. This is intentional
— tests/test_api.py already uses ?organiser_id= (GB spelling).

----

HIGH — frontend-service/app.py

The auth-service login response returns the JSON key ""organiser_id"" (GB).
frontend-service reads it as data[""organizer_id""] (US), causing a KeyError.

  L169: data[""organizer_id""]         → data[""organiser_id""]
  L169: session[""organizer_id""]      → session[""organiser_id""]
  L173: data[""organizer_id""]         → data[""organiser_id""]
  L176: f""...?organizer_id={oid}..."" → f""...?organiser_id={oid}...""

Also change any other occurrences of ""organizer_id"" in this file to
""organiser_id"" including comments and local variable names.

----

MEDIUM — plat_scripts/deploy_platform.py

Standardise colour/color to GB spelling. Comments, docstrings and variable
names only — no runtime impact.

  LEVEL_COLORS → LEVEL_COLOURS  (dict name + all references)
  color =      → colour =       (local variable + all references)
  ""color""      → ""colour""       (any string keys or dict references)

Leave ANSI escape code string values unchanged (e.g. ""\033[32m"").

----

MEDIUM — plat_scripts/deploy_test_platform.py

Same colour/color standardisation as above:

  LEVEL_COLORS → LEVEL_COLOURS  (dict name + all references)
  color =      → colour =       (local variable + all references)
  ""color""      → ""colour""       (any string keys or dict references)

Leave ANSI escape code string values unchanged.

----

MEDIUM — tests/test_db.py

  class Colors:  → class Colours:
  Update all references to Colors. throughout to Colours.
  Update comments: ""color"" → ""colour"" and ""colors"" → ""colours"" throughout

----

LOW — frontend-service/templates/login.html
      frontend-service/templates/index.html
      frontend-service/templates/register.html
      voting-service/templates/vote_error.html

Update user-facing display text only:
  ""Organizer""  → ""Organiser""
  ""Organizers"" → ""Organisers""

Do NOT change any HTML attributes, CSS classes, IDs, or href values.
Only visible text content between tags.

----

LOW — README.md

h2. License → ## Licence

  [License]  → [Licence]  (update both TOC text and anchor href)

----

RULES FOR IMPLEMENTATION:

* Read each target file in full before editing
* Do not change any logic, structure, SQL query structure, or functionality
* Only spelling of identifiers, keys, parameter names, and display text
* Do not modify any file not listed above
* Total files modified must be exactly 10

AFFECTED SERVICES TO REBUILD AND REDEPLOY AFTER CHANGES:
  docker build -t election-service:latest ./election-service
  docker build -t frontend-service:latest ./frontend-service
  kind load docker-image election-service:latest --name uvote
  kind load docker-image frontend-service:latest --name uvote
  kubectl rollout restart deployment/election-service -n uvote-dev
  kubectl rollout restart deployment/admin-service -n uvote-dev",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000of:,,,,,,,In Progress,21/Mar/26 9:54 AM
Rename voter-service source directory and Docker image to admin-service,CV-41,10396,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,22/Mar/26 8:42 AM,22/Mar/26 8:48 AM,22/Mar/26 8:46 AM,,,0,"The source directory voter-service/ and Docker image voter-service:latest
are misnamed. A code audit confirmed this service manages election organiser
admin functions — voter roll management, voting token generation, email
dispatch, and MFA verification. It does not serve voters directly.

The service has always been deployed in Kubernetes as admin-service. All
Kubernetes resources (Deployment, Service, network policies, Secrets, labels)
already use admin-service correctly. The source directory name and Docker
image tag are the only remaining artefacts that disagree with the deployment
identity.

The name voter-service also creates confusion with voting-service/ — the
voter-facing ballot application — which is a completely separate service
with a different purpose, different database tables, and different endpoints.

----

DELIVERABLES:

# Rename voter-service/ → admin-service/
# Update admin-deployment.yaml image field:
  voter-service:latest → admin-service:latest
# Update deploy_platform.py:
#* Docker build command: voter-service:latest → admin-service:latest
#* kind load command: voter-service:latest → admin-service:latest
# Update deploy_test_platform.py:
#* Same build and kind load command changes as above
# Update docker-compose.yml:
#* Build context: voter-service/ → admin-service/
#* Image name: voter-service → admin-service
# Update tests/test_api.py:
#* Any references to voter-service in comments or port-forward targets
# Update tests/test_db.py:
#* Any references to voter-service in comments or service name strings
# Update README.md and any .docs/ files referencing voter-service
(excluding historical ADR documentation — ADRs are immutable records)
# Verify zero remaining voter-service references:
  grep -r ""voter-service"" \
    --include=""_.py"" \_
    _--include=""_.yaml"" \
    --include=""_.yml"" \_
    _--include=""_.md"" \
    --include=""*.txt""
Expected: no results outside of historical ADR documentation

----

CONSTRAINTS:

* voting-service/ must not be touched — it is a separate service and
its name is correct
* No Kubernetes Deployment names, Service names, labels, selectors,
network policies, or namespaces change — all already use admin-service
* No database role names change (admin_service in create_roles.sql)
* No Kubernetes Secret names change

----

ACCEPTANCE CRITERIA:

* grep returns no voter-service references outside of ADR documentation
* docker build -t admin-service:latest ./admin-service completes successfully
* kubectl rollout restart deployment/admin-service -n uvote-dev succeeds
and pods reach Running state
* Health endpoint returns {""status"": ""healthy"", ""service"": ""admin""}
* voting-service/ directory and all its contents are unchanged",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000on:,,,,,,,In Progress,22/Mar/26 8:42 AM
BUG-1: Fix admin-service Dockerfile COPY paths left over from voter-service rename,CV-43,10462,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:27 AM,23/Mar/26 9:28 AM,23/Mar/26 9:28 AM,,,0,"admin-service/Dockerfile contained COPY voter-service/... paths left over
from the voter-service → admin-service rename. Every fresh docker build of
admin-service failed immediately.

Fix: All COPY voter-service/ → COPY admin-service/ in the Dockerfile.

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000ov:,,,,,,,In Progress,23/Mar/26 9:27 AM
BUG-2: Fix election-service querying dropped votes table,CV-44,10463,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:28 AM,23/Mar/26 9:28 AM,23/Mar/26 9:28 AM,,,0,"election-service/app.py had two SELECT COUNT(*) FROM votes queries used
to report vote counts on the election detail and management pages. The
votes table was dropped in the schema migration, causing HTTP 500 on
any page that displayed vote counts.

Fix: Both queries updated FROM votes → FROM encrypted_ballots.

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000p3:,,,,,,,In Progress,23/Mar/26 9:28 AM
BUG-3: Fix elections created without encryption_key,CV-45,10464,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:28 AM,23/Mar/26 9:28 AM,23/Mar/26 9:28 AM,,,0,"election-service/app.py INSERT statement for new elections omitted the
encryption_key column. The voting-service requires a non-null encryption
key to encrypt ballots via pgp_sym_encrypt. Any vote cast against an
election created after this bug was introduced failed with:
  ""Election encryption not configured""

Fix: secrets.token_hex(32) generated and inserted as encryption_key
on every new election creation.

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000pb:,,,,,,,In Progress,23/Mar/26 9:28 AM
BUG-4: Fix results-service querying dropped votes table across four endpoints,CV-46,10465,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:29 AM,23/Mar/26 9:30 AM,23/Mar/26 9:29 AM,,,0,"results-service/app.py had four queries referencing the old votes table
across three endpoints. All four caused HTTP 500 on any results endpoint.

Affected queries and fixes:

* Results tally:    LEFT JOIN votes      → LEFT JOIN tallied_votes
* Hash chain audit: FROM votes           → FROM encrypted_ballots
                  vote_hash            → ballot_hash
* Stats:            FROM votes           → FROM encrypted_ballots
* Timeline:         FROM votes           → FROM encrypted_ballots

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000pj:,,,,,,,In Progress,23/Mar/26 9:29 AM
BUG-5: Fix auth-service MFA wrong DOB returning 403 instead of 401,CV-47,10466,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:30 AM,23/Mar/26 9:30 AM,23/Mar/26 9:30 AM,,,0,"auth-service/app.py raised HTTP 403 (Forbidden) when a voter submitted
an incorrect date of birth during MFA verification. The correct status
is 401 (Unauthorised) — the voter has failed to authenticate, not been
forbidden from a resource.

test_api.py Stage 3 Check 5 specifically asserts 401 for a wrong DOB
submission, causing a test failure on every run.

Fix: status_code=403 → status_code=401 in the wrong-DOB branch.

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000pr:,,,,,,,In Progress,23/Mar/26 9:30 AM
BUG-6: Fix mailhog.py token extraction failing on quoted-printable encoded emails,CV-48,10467,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:30 AM,23/Mar/26 9:30 AM,23/Mar/26 9:30 AM,,,0,"tests/helpers/mailhog.py extracted the voting token by splitting the
raw email body on ""/vote/"". MailHog delivers emails with quoted-printable
encoding where long lines are wrapped with =\r\n soft line breaks. A
token URL spanning a line boundary would be split mid-token, causing
get_latest_voting_token() to return a truncated or empty string, failing
any test that depends on a valid voting token.

Fix: Added quopri.decodestring() to decode the raw body before token
extraction.

Status: ✅ Resolved in CV-9b",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000pz:,,,,,,,In Progress,23/Mar/26 9:30 AM
Fix missing server-side validation on election HTML form endpoint,CV-49,10500,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 8:58 PM,23/Mar/26 10:26 PM,23/Mar/26 10:07 PM,,,0,"POST /elections/create (HTML form endpoint in election-service/app.py) has
no server-side validation on the title field. The JSON API endpoint
POST /elections enforces min_length=1 via Pydantic's ElectionCreate schema,
but the form endpoint bypasses this entirely.

Submitting the form without a title hits a NOT NULL constraint violation on
elections.title and crashes as an unhandled 500 — there is no try/except and
no flash error message to the user.

Discovered and documented in:
  election-service/tests/test_election.py::test_create_election_form_missing_title

----

STEPS TO REPRODUCE:

# Start the platform: python3 plat_scripts/deploy_platform.py
# Log in to the election management UI
# Submit the election creation form with the title field left blank
# Observe: HTTP 500 instead of a user-friendly validation error

----

EXPECTED BEHAVIOUR:

* Form re-renders with flash error: ""Election title is required""
* Returns HTTP 200
* No DB insert attempted

ACTUAL BEHAVIOUR:

* Form submission reaches DB INSERT with title = """" or title = None
* NOT NULL constraint violation on elections.title
* Propagates as unhandled HTTP 500

----

FIX:

Add server-side validation to the HTML form endpoint in
election-service/app.py before the DB insert:

  if not title or not title.strip():
      flash(request, ""Election title is required"", ""error"")
      return templates.TemplateResponse(""create_election.html"", {
          ""request"": request
      })

Also validate that at least 2 options are provided, consistent with
the ElectionCreate schema's min_length=2 constraint:

  if not options or len([o for o in options if o.strip()]) < 2:
      flash(request, ""At least 2 election options are required"", ""error"")
      return templates.TemplateResponse(""create_election.html"", {
          ""request"": request
      })

----

CONSTRAINTS:

* The JSON endpoint POST /elections behaviour must remain unchanged
* Do not modify the ElectionCreate Pydantic schema
* Validation must occur before any DB insert attempt

----

ACCEPTANCE CRITERIA:

* Submitting the form without a title returns HTTP 200 with flash error
""Election title is required""
* Submitting with fewer than 2 options returns HTTP 200 with flash error
""At least 2 election options are required""
* test_create_election_form_missing_title passes and asserts the flash
error rather than documenting a known failure
* POST /elections JSON endpoint behaviour is unchanged",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000q7:,,,,,,,In Progress,23/Mar/26 8:58 PM
Fix test suite dependency gaps identified in requirements audit,CV-50,10501,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:41 PM,23/Mar/26 9:45 PM,23/Mar/26 9:41 PM,,,0,"A dependency audit of all requirements files against the installed .venv state
identified 4 gaps and 3 version mismatches that prevent the test suite from
running correctly on a fresh checkout.

----

FINDINGS:

HIGH — pytest-asyncio pinned to broken version

  requirements-dev.txt pins pytest-asyncio==0.23.0. This version has a known
  AttributeError on collection when test directories contain *init*.py files.

  All five service test suites have *init*.py:
    auth-service/tests/
    voting-service/tests/
    election-service/tests/
    frontend-service/tests/
    admin-service/tests/

  A fresh pip install -r requirements-dev.txt downgrades from 0.23.8 (currently
  installed and working) to 0.23.0 and breaks all 98 tests.

MEDIUM — Combined pytest invocation fails with ImportPathMismatchError

  Running all service test suites in a single pytest invocation fails because
  all five service tests/ directories have a conftest.py and pytest treats them
  all as the same tests.conftest module without --import-mode=importlib.

LOW — pytest not directly pinned

  pytest is only pulled in transitively via pytest-asyncio. Direct pinning
  ensures version stability across all environments.

LOW — Jinja2 and python-multipart pins behind installed versions

  Four service requirements.txt files pin jinja2==3.1.3 (installed: 3.1.6).
  Three service requirements.txt files pin python-multipart==0.0.9
  (installed: 0.0.22). The python-multipart mismatch produces visible
  PendingDeprecationWarning in every test run.

----

DELIVERABLES:

  requirements-dev.txt:
    - Add:    pytest==8.4.2
    - Update: pytest-asyncio==0.23.0 → pytest-asyncio==0.23.8

  pytest.ini (new file at project root):
    [pytest]
    addopts = --import-mode=importlib
    asyncio_mode = auto

  voting-service/requirements.txt:
    - jinja2==3.1.3        → jinja2==3.1.6
    - python-multipart==0.0.9 → python-multipart==0.0.22

  election-service/requirements.txt:
    - jinja2==3.1.3        → jinja2==3.1.6
    - python-multipart==0.0.9 → python-multipart==0.0.22

  frontend-service/requirements.txt:
    - jinja2==3.1.3        → jinja2==3.1.6

  admin-service/requirements.txt:
    - jinja2==3.1.3        → jinja2==3.1.6
    - python-multipart==0.0.9 → python-multipart==0.0.22

----

ACCEPTANCE CRITERIA:

* Fresh pip install -r requirements-dev.txt followed by all service
requirements.txt files installs a working environment with no conflicts
* Combined invocation runs without ImportPathMismatchError:
  python3 -m pytest auth-service/tests/ voting-service/tests/ \
    election-service/tests/ frontend-service/tests/ \
    admin-service/tests/ tests/test_db.py -v
* Result: 98 passed, 0 failed, 10 skipped
(test_db.py skips without a live cluster)
* No PendingDeprecationWarning from python-multipart in test output",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000qf:,,,,,,,In Progress,23/Mar/26 9:41 PM
Remove __init__.py from all service test directories to fix combined pytest invocation,CV-51,10502,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,23/Mar/26 9:49 PM,23/Mar/26 11:22 PM,23/Mar/26 10:26 PM,,,0,"All five service test directories currently have an *init*.py file. This
turns each tests/ directory into a Python package named tests, causing pytest
to register all five conftest.py files under the same module name tests.conftest.
The second registration raises:

  ValueError: Plugin already registered under a different name:
    voting-service/tests/conftest.py
    = <module 'tests.conftest' from 'auth-service/tests/conftest.py'>

This means the full test suite cannot be run in a single invocation. Each
suite must currently be run separately.

Removing *init*.py from the service test directories makes pytest treat
each directory as rootdir-relative rather than as a Python package. Each
conftest.py gets a unique plugin identity based on its filesystem path and
the collision disappears.

----

FILES TO DELETE:

  auth-service/tests/*init*.py
  voting-service/tests/*init*.py
  election-service/tests/*init*.py
  frontend-service/tests/*init*.py
  admin-service/tests/*init*.py

----

CONSTRAINTS:

* The root-level tests/ directory (tests/test_db.py, tests/test_api.py,
tests/conftest.py) does NOT have an *init*.py and must not be touched
* Do not modify any test files, only delete the *init*.py files listed above

----

VERIFICATION:

  After deleting the five files, run the full combined invocation:

{noformat}.venv/bin/python -m pytest \\
  auth-service/tests/ \\
  voting-service/tests/ \\
  election-service/tests/ \\
  frontend-service/tests/ \\
  admin-service/tests/ \\
  tests/test_db.py \\
  -v --no-header --tb=short{noformat}

  Expected: 98 passed, 0 failed, 10 skipped
  (test_db.py skips without a running cluster)

  Also confirm each suite still passes individually:

{noformat}.venv/bin/python -m pytest auth-service/tests/ -v
.venv/bin/python -m pytest voting-service/tests/ -v
.venv/bin/python -m pytest election-service/tests/ -v
.venv/bin/python -m pytest frontend-service/tests/ -v
.venv/bin/python -m pytest admin-service/tests/ -v{noformat}

----

ACCEPTANCE CRITERIA:

* All five *init*.py files deleted from service test directories
* Combined invocation runs without ValueError or ImportPathMismatchError
* 98 tests pass, 10 skipped in the combined run
* All five individual suite runs still pass
* Root-level tests/ directory is unchanged",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000qn:,,,,,,,In Progress,23/Mar/26 9:49 PM
Add Python virtual environment bootstrap script for local development,CV-52,10535,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,24/Mar/26 9:01 AM,24/Mar/26 9:02 AM,24/Mar/26 9:02 AM,,,0,"New developers cloning the U-Vote repository had no automated way to set up
a working Python environment. Dependencies are spread across 8 separate
requirements files (one per service plus dev tools and platform scripts),
and several packages were missing from the venv entirely — most notably
colorama, which blocked deploy_platform.py from running at all.

setup_venv.py is a single-file bootstrap script that creates a complete
local venv capable of running every script in the project with one command.

----

FILES CREATED:

  setup_venv.py — bootstrap script at project root
  SETUP.md      — developer quickstart documentation

----

WHAT THE SCRIPT DOES:

# Verifies it is being run from the project root
# Checks Python version is 3.10 or higher
# Detects OS and sets venv paths accordingly (Linux/macOS vs Windows)
# Creates .venv using stdlib venv module
# Upgrades pip
# Installs all 8 requirements files in order:
  requirements-dev.txt
  plat_scripts/requirements.txt
  auth-service/requirements.txt
  voting-service/requirements.txt
  election-service/requirements.txt
  results-service/requirements.txt
  frontend-service/requirements.txt
  admin-service/requirements.txt
# Runs 15 import verification checks
# Runs full pytest collection check (expects 99 tests, 0 errors)
# Prints activation instructions and common commands

----

USAGE:

  python setup_venv.py                # full setup
  python setup_venv.py --clean        # delete .venv and start fresh
  python setup_venv.py --verify-only  # check imports without reinstalling
  python setup_venv.py --help         # usage

----

VERIFIED OUTPUT:

  ✓ colorama                          0.4.6
  ✓ click                             8.3.1
  ✓ pytest                            8.4.2
  ✓ pytest-asyncio                    0.23.8
  ✓ httpx                             0.27.0
  ✓ fastapi                           0.115.0
  ✓ asyncpg                           0.29.0
  ✓ passlib                           OK
  ✓ python-jose                       OK
  ✓ bcrypt                            OK
  ✓ aiosmtplib                        3.0.1
  ✓ jinja2                            3.1.6
  ✓ itsdangerous                      2.1.2
  ✓ prometheus-fastapi-instrumentator OK
  ✓ pytest collection                 99 tests, 0 errors

----

CONSTRAINTS:

* Pure Python stdlib only — no dependencies required to run the script itself
* Works on Linux, macOS, and Windows without modification
* Does not hardcode any package versions — always installs from requirements files
* Does not modify any existing requirements file or script

----

ACCEPTANCE CRITERIA:

* python setup_venv.py --clean from project root completes with exit code 0
* All 15 import checks pass
* pytest collects 99 tests with 0 errors
* Running python setup_venv.py from the wrong directory prints a clear
error message and exits with code 1
* deploy_platform.py is importable after setup (colorama installed)

----

KNOWN ISSUES:

* Step 5 service install lines have slightly inconsistent spacing compared
to other steps — cosmetic only, no functional impact. Tracked separately.",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000qv:,,,,,,,In Progress,24/Mar/26 9:01 AM
Fix Prometheus registry collision crashing combined pytest run after CV-20/21,CV-53,10568,Task,Review,CV,Cinnamon Voting,software,Luke Doyle,63bb170a2341bff4fff5d364,,Medium,,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,Luke Doyle,63bb170a2341bff4fff5d364,24/Mar/26 8:56 PM,24/Mar/26 9:18 PM,24/Mar/26 9:08 PM,,,0,"CV-20/21 (Prometheus metrics) introduced a regression in the combined test
suite run. prometheus_fastapi_instrumentator registers http_requests_total
and related metrics into the global prometheus_client.REGISTRY at TestClient
startup. When multiple service test suites run in the same pytest process,
the second service to initialise its TestClient crashes with:

  ValueError: Duplicated timeseries in CollectorRegistry:
  {'http_requests', 'http_requests_created', 'http_requests_total'}

This only manifests in the combined run — individual suites pass because
only one service's app is loaded per process.

----

AFFECTED FILES:

  auth-service/tests/conftest.py
  voting-service/tests/conftest.py
  election-service/tests/conftest.py
  frontend-service/tests/conftest.py
  admin-service/tests/conftest.py
  results-service/tests/conftest.py  ← verify uses same importlib pattern

----

THE FIX:

In each conftest, the importlib module loading block currently looks like:

  if _SERVICE_MODULE_NAME not in sys.modules:
      _spec = importlib.util.spec_from_file_location(
                  _SERVICE_MODULE_NAME, _APP_PATH)
      _module = importlib.util.module_from_spec(_spec)
      sys.modules[_SERVICE_MODULE_NAME] = _module
      with patch.object(os.path, ""isdir"", return_value=True):
          _spec.loader.exec_module(_module)

Wrap the exec_module call with an additional patch that replaces
prometheus_client.REGISTRY with a fresh CollectorRegistry() for
each service:

  import prometheus_client
  from prometheus_client import CollectorRegistry

  if _SERVICE_MODULE_NAME not in sys.modules:
      _spec = importlib.util.spec_from_file_location(
                  _SERVICE_MODULE_NAME, _APP_PATH)
      _module = importlib.util.module_from_spec(_spec)
      sys.modules[_SERVICE_MODULE_NAME] = _module
      _fresh_registry = CollectorRegistry()
      with patch.object(os.path, ""isdir"", return_value=True), \
           patch.object(prometheus_client, ""REGISTRY"", _fresh_registry):
          _spec.loader.exec_module(_module)

This gives each service its own isolated Prometheus registry so duplicate
metric name registration never occurs regardless of load order.

----

CONSTRAINTS:

* Add prometheus_client and CollectorRegistry imports at the top of each
conftest if not already present
* Make NO other changes to any conftest file
* Do not touch any app.py files
* Do not modify any test files — conftest files only

----

VERIFICATION:

  After all fixes are applied, run the combined invocation:

{noformat}python -m pytest \\
  auth-service/tests/ \\
  voting-service/tests/ \\
  election-service/tests/ \\
  frontend-service/tests/ \\
  admin-service/tests/ \\
  results-service/tests/ \\
  --tb=short -q 2>&1 | tail -5{noformat}

  Expected: 121 passed (or close to it), 0 errors, 0 failed

  If any suite still errors after the fix, capture the full --tb=long
  output for that suite before attempting any further changes.

----

ACCEPTANCE CRITERIA:

* Combined pytest invocation completes without ValueError
* 121 tests pass, 0 errors, 0 failed
* All 6 individual suite runs continue to pass
* No app.py or test files modified — conftest files only",,Luke Doyle,63bb170a2341bff4fff5d364,,,,,,,,,{},,0|i000r3:,,,,,,,In Progress,24/Mar/26 8:56 PM
